Date,Day_of_Week,Weather,Temperature,Weekend,Festival,Festival_Name,Holiday,Previous_Day_Sales,Meals_Prepared,Meals_Sold,Food_Wasted,Revenue
11-12-2024,Wednesday,Cloudy,24,No,No,None,No,146,172,150,22,42450
12-12-2024,Thursday,Sunny,34,No,No,None,No,150,177,156,21,36504
13-12-2024,Friday,Cloudy,25,No,No,None,No,156,176,168,8,35112
14-12-2024,Saturday,Sunny,30,Yes,No,None,Yes,168,218,200,18,37800
15-12-2024,Sunday,Sunny,39,Yes,No,None,Yes,200,244,220,24,49940
16-12-2024,Monday,Cloudy,27,No,No,None,No,220,224,210,14,52080
17-12-2024,Tuesday,Rainy,21,No,No,None,No,210,206,191,15,50615
18-12-2024,Wednesday,Rainy,18,No,No,None,No,191,174,159,15,28938
19-12-2024,Thursday,Cloudy,30,No,No,None,No,159,180,164,16,44116
20-12-2024,Friday,Rainy,24,No,No,None,No,164,178,157,21,45530
21-12-2024,Saturday,Sunny,31,Yes,No,None,Yes,157,222,197,25,51417
22-12-2024,Sunday,Sunny,30,Yes,No,None,Yes,197,259,234,25,69030
23-12-2024,Monday,Cloudy,30,No,No,None,No,234,234,213,21,42174
24-12-2024,Tuesday,Cloudy,28,No,No,None,No,213,229,203,26,52577
25-12-2024,Wednesday,Sunny,32,No,Yes,Christmas,Yes,203,275,255,20,57885
26-12-2024,Thursday,Rainy,26,No,No,None,No,255,234,213,21,41109
27-12-2024,Friday,Sunny,30,No,No,None,No,213,226,208,18,53664
28-12-2024,Saturday,Sunny,33,Yes,No,None,Yes,208,270,235,35,66505
29-12-2024,Sunday,Cloudy,30,Yes,No,None,Yes,235,266,240,26,55200
30-12-2024,Monday,Rainy,22,No,No,None,No,240,228,206,22,47792
31-12-2024,Tuesday,Sunny,32,No,No,None,No,206,217,203,14,48314
01-01-2025,Wednesday,Rainy,27,No,Yes,New Year,Yes,203,267,241,26,61937
02-01-2025,Thursday,Sunny,40,No,No,None,No,241,254,223,31,48614
03-01-2025,Friday,Sunny,33,No,No,None,No,223,220,204,16,45492
04-01-2025,Saturday,Rainy,21,Yes,No,None,Yes,204,230,208,22,40976
05-01-2025,Sunday,Cloudy,30,Yes,No,None,Yes,208,256,244,12,69540
06-01-2025,Monday,Rainy,18,No,No,None,No,244,228,200,28,43400
07-01-2025,Tuesday,Rainy,18,No,No,None,No,200,185,177,8,49560
08-01-2025,Wednesday,Cloudy,30,No,No,None,No,177,190,180,10,43740
09-01-2025,Thursday,Sunny,35,No,No,None,No,180,192,178,14,51620
10-01-2025,Friday,Cloudy,31,No,No,None,No,178,198,184,14,41216
11-01-2025,Saturday,Cloudy,26,Yes,No,None,Yes,184,236,213,23,54315
12-01-2025,Sunday,Rainy,25,Yes,No,None,Yes,213,235,216,19,44496
13-01-2025,Monday,Rainy,24,No,No,None,No,216,206,197,9,38809
14-01-2025,Tuesday,Sunny,39,No,Yes,Makar Sankranti,Yes,197,252,236,16,52628
15-01-2025,Wednesday,Sunny,32,No,No,None,No,236,227,213,14,45369
16-01-2025,Thursday,Sunny,33,No,No,None,No,213,209,196,13,56644
17-01-2025,Friday,Cloudy,28,No,No,None,No,196,209,189,20,51030
18-01-2025,Saturday,Sunny,38,Yes,No,None,Yes,189,257,224,33,61600
19-01-2025,Sunday,Rainy,22,Yes,No,None,Yes,224,264,238,26,50932
20-01-2025,Monday,Sunny,37,No,No,None,No,238,239,228,11,64980
21-01-2025,Tuesday,Cloudy,31,No,No,None,No,228,224,214,10,53500
22-01-2025,Wednesday,Cloudy,29,No,No,None,No,214,205,196,9,49980
23-01-2025,Thursday,Sunny,39,No,No,None,No,196,204,189,15,53298
24-01-2025,Friday,Rainy,25,No,No,None,No,189,173,165,8,39270
25-01-2025,Saturday,Cloudy,29,Yes,No,None,Yes,165,212,202,10,44238
26-01-2025,Sunday,Sunny,38,Yes,Yes,Republic Day,Yes,202,280,260,20,60320
27-01-2025,Monday,Sunny,31,No,No,None,No,260,258,244,14,52704
28-01-2025,Tuesday,Sunny,39,No,No,None,No,244,245,217,28,57071
29-01-2025,Wednesday,Rainy,22,No,No,None,No,217,189,175,14,49000
30-01-2025,Thursday,Cloudy,28,No,No,None,No,175,180,169,11,33462
31-01-2025,Friday,Rainy,23,No,No,None,No,169,178,157,21,31086
01-02-2025,Saturday,Sunny,38,Yes,No,None,Yes,157,207,185,22,33300
02-02-2025,Sunday,Cloudy,24,Yes,No,None,Yes,185,237,214,23,61846
03-02-2025,Monday,Sunny,32,No,No,None,No,214,224,202,22,52318
04-02-2025,Tuesday,Rainy,28,No,No,None,No,202,193,173,20,48094
05-02-2025,Wednesday,Cloudy,29,No,No,None,No,173,192,183,9,35319
06-02-2025,Thursday,Cloudy,29,No,No,None,No,183,203,177,26,37170
07-02-2025,Friday,Sunny,37,No,No,None,No,177,186,173,13,44288
08-02-2025,Saturday,Sunny,32,Yes,No,None,Yes,173,216,202,14,54944
09-02-2025,Sunday,Sunny,31,Yes,No,None,Yes,202,272,237,35,68256
10-02-2025,Monday,Cloudy,27,No,No,None,No,237,234,223,11,61771
11-02-2025,Tuesday,Cloudy,32,No,No,None,No,223,223,211,12,43888
12-02-2025,Wednesday,Sunny,34,No,No,None,No,211,226,204,22,41004
13-02-2025,Thursday,Cloudy,26,No,No,None,No,204,210,191,19,55199
14-02-2025,Friday,Sunny,35,No,No,None,No,191,199,180,19,45900
15-02-2025,Saturday,Cloudy,26,Yes,No,None,Yes,180,232,206,26,53148
16-02-2025,Sunday,Cloudy,28,Yes,No,None,Yes,206,227,215,12,54610
17-02-2025,Monday,Rainy,27,No,No,None,No,215,207,180,27,52920
18-02-2025,Tuesday,Rainy,21,No,No,None,No,180,186,165,21,43065
19-02-2025,Wednesday,Cloudy,26,No,No,None,No,165,173,165,8,36795
20-02-2025,Thursday,Cloudy,28,No,No,None,No,165,190,173,17,47056
21-02-2025,Friday,Cloudy,27,No,No,None,No,173,195,179,16,41707
22-02-2025,Saturday,Rainy,27,Yes,No,None,Yes,179,199,178,21,35244
23-02-2025,Sunday,Sunny,31,Yes,No,None,Yes,178,240,221,19,49283
24-02-2025,Monday,Sunny,39,No,No,None,No,221,237,210,27,61950
25-02-2025,Tuesday,Sunny,39,No,No,None,No,210,221,205,16,47150
26-02-2025,Wednesday,Sunny,40,No,Yes,Maha Shivratri,Yes,205,282,246,36,63222
27-02-2025,Thursday,Sunny,39,No,No,None,No,246,256,223,33,50621
28-02-2025,Friday,Sunny,32,No,No,None,No,223,229,209,20,57893
01-03-2025,Saturday,Rainy,24,Yes,No,None,Yes,209,234,209,25,54967
02-03-2025,Sunday,Rainy,24,Yes,No,None,Yes,209,233,220,13,51920
03-03-2025,Monday,Rainy,26,No,No,None,No,220,210,199,11,43382
04-03-2025,Tuesday,Rainy,28,No,No,None,No,199,192,177,15,32391
05-03-2025,Wednesday,Sunny,32,No,No,None,No,177,182,174,8,40020
06-03-2025,Thursday,Cloudy,24,No,No,None,No,174,186,174,12,41586
07-03-2025,Friday,Cloudy,31,No,No,None,No,174,185,175,10,39025
08-03-2025,Saturday,Cloudy,29,Yes,No,None,Yes,175,237,208,29,52416
09-03-2025,Sunday,Cloudy,32,Yes,No,None,Yes,208,260,237,23,57828
10-03-2025,Monday,Cloudy,27,No,No,None,No,237,244,226,18,54240
11-03-2025,Tuesday,Cloudy,27,No,No,None,No,226,242,220,22,41140
12-03-2025,Wednesday,Rainy,24,No,No,None,No,220,208,195,13,52260
13-03-2025,Thursday,Sunny,33,No,No,None,No,195,221,193,28,44004
14-03-2025,Friday,Sunny,35,No,Yes,Holi,Yes,193,248,228,20,45600
15-03-2025,Saturday,Cloudy,27,Yes,No,None,Yes,228,271,245,26,67620
16-03-2025,Sunday,Rainy,19,Yes,No,None,Yes,245,258,235,23,68855
17-03-2025,Monday,Rainy,19,No,No,None,No,235,223,198,25,58608
18-03-2025,Tuesday,Cloudy,29,No,No,None,No,198,218,192,26,49728
19-03-2025,Wednesday,Rainy,21,No,No,None,No,192,180,169,11,46813
20-03-2025,Thursday,Sunny,38,No,No,None,No,169,181,168,13,39144
21-03-2025,Friday,Rainy,23,No,No,None,No,168,173,151,22,44998
22-03-2025,Saturday,Cloudy,30,Yes,No,None,Yes,151,227,205,22,50635
23-03-2025,Sunday,Sunny,40,Yes,No,None,Yes,205,270,244,26,69296
24-03-2025,Monday,Cloudy,24,No,No,None,No,244,245,223,22,64001
25-03-2025,Tuesday,Cloudy,30,No,No,None,No,223,250,218,32,40766
26-03-2025,Wednesday,Rainy,20,No,No,None,No,218,208,181,27,53938
27-03-2025,Thursday,Sunny,32,No,No,None,No,181,183,173,10,49478
28-03-2025,Friday,Cloudy,31,No,No,None,No,173,207,180,27,34380
29-03-2025,Saturday,Cloudy,29,Yes,No,None,Yes,180,248,216,32,58536
30-03-2025,Sunday,Cloudy,32,Yes,Yes,Ugadi,Yes,216,319,290,29,56550
31-03-2025,Monday,Sunny,37,No,Yes,Eid-ul-Fitr,Yes,290,338,311,27,79616
01-04-2025,Tuesday,Cloudy,30,No,No,None,No,311,305,266,39,59584
02-04-2025,Wednesday,Cloudy,27,No,No,None,No,266,261,242,19,60500
03-04-2025,Thursday,Rainy,27,No,No,None,No,242,235,205,30,51455
04-04-2025,Friday,Sunny,31,No,No,None,No,205,215,189,26,43659
05-04-2025,Saturday,Sunny,39,Yes,No,None,Yes,189,244,216,28,44280
06-04-2025,Sunday,Rainy,19,Yes,Yes,Ram Navami,Yes,216,282,269,13,72630
07-04-2025,Monday,Cloudy,31,No,No,None,No,269,278,242,36,65824
08-04-2025,Tuesday,Rainy,22,No,No,None,No,242,233,207,26,60858
09-04-2025,Wednesday,Rainy,23,No,No,None,No,207,206,183,23,52338
10-04-2025,Thursday,Cloudy,27,No,Yes,Mahavir Jayanti,Yes,183,253,237,16,56169
11-04-2025,Friday,Cloudy,29,No,No,None,No,237,253,220,33,65340
12-04-2025,Saturday,Rainy,21,Yes,No,None,Yes,220,232,221,11,51051
13-04-2025,Sunday,Cloudy,27,Yes,No,None,Yes,221,255,243,12,47142
14-04-2025,Monday,Rainy,27,No,No,None,No,243,205,196,9,43512
15-04-2025,Tuesday,Cloudy,24,No,No,None,No,196,203,183,20,36234
16-04-2025,Wednesday,Rainy,28,No,No,None,No,183,194,175,19,44450
17-04-2025,Thursday,Cloudy,31,No,No,None,No,175,181,171,10,42408
18-04-2025,Friday,Sunny,31,No,No,None,No,171,196,171,25,37791
19-04-2025,Saturday,Cloudy,32,Yes,No,None,Yes,171,212,190,22,53010
20-04-2025,Sunday,Sunny,37,Yes,No,None,Yes,190,259,232,27,68208
21-04-2025,Monday,Cloudy,31,No,No,None,No,232,245,219,26,63072
22-04-2025,Tuesday,Sunny,30,No,No,None,No,219,246,214,32,57352
23-04-2025,Wednesday,Sunny,30,No,No,None,No,214,235,207,28,61065
24-04-2025,Thursday,Cloudy,30,No,No,None,No,207,234,204,30,36924
25-04-2025,Friday,Cloudy,26,No,No,None,No,204,213,198,15,39798
26-04-2025,Saturday,Sunny,34,Yes,No,None,Yes,198,249,219,30,45552
27-04-2025,Sunday,Sunny,34,Yes,No,None,Yes,219,256,231,25,46893
28-04-2025,Monday,Rainy,25,No,No,None,No,231,216,195,21,45240
29-04-2025,Tuesday,Rainy,23,No,No,None,No,195,192,173,19,49478
30-04-2025,Wednesday,Rainy,18,No,No,None,No,173,166,157,9,41291
01-05-2025,Thursday,Rainy,28,No,No,None,No,157,166,146,20,30368
02-05-2025,Friday,Sunny,38,No,No,None,No,146,183,164,19,36408
03-05-2025,Saturday,Sunny,37,Yes,No,None,Yes,164,220,199,21,55720
04-05-2025,Sunday,Cloudy,25,Yes,No,None,Yes,199,238,221,17,54587
05-05-2025,Monday,Sunny,32,No,No,None,No,221,222,204,18,59976
06-05-2025,Tuesday,Cloudy,26,No,No,None,No,204,222,195,27,45240
07-05-2025,Wednesday,Sunny,36,No,No,None,No,195,196,185,11,53280
08-05-2025,Thursday,Cloudy,28,No,No,None,No,185,212,188,24,51136
09-05-2025,Friday,Sunny,34,No,No,None,No,188,201,177,24,42657
10-05-2025,Saturday,Cloudy,25,Yes,No,None,Yes,177,218,195,23,47385
11-05-2025,Sunday,Rainy,23,Yes,No,None,Yes,195,235,212,23,41976
12-05-2025,Monday,Rainy,18,No,Yes,Buddha Purnima,Yes,212,256,240,16,69360
13-05-2025,Tuesday,Sunny,30,No,No,None,No,240,238,221,17,57681
14-05-2025,Wednesday,Cloudy,32,No,No,None,No,221,220,200,20,40200
15-05-2025,Thursday,Cloudy,29,No,No,None,No,200,221,201,20,52260
16-05-2025,Friday,Cloudy,31,No,No,None,No,201,203,192,11,42048
17-05-2025,Saturday,Cloudy,27,Yes,No,None,Yes,192,230,215,15,63210
18-05-2025,Sunday,Sunny,39,Yes,No,None,Yes,215,239,220,19,50600
19-05-2025,Monday,Cloudy,31,No,No,None,No,220,222,212,10,49820
20-05-2025,Tuesday,Rainy,20,No,No,None,No,212,224,197,27,36445
21-05-2025,Wednesday,Cloudy,25,No,No,None,No,197,219,196,23,55664
22-05-2025,Thursday,Sunny,35,No,No,None,No,196,202,184,18,42136
23-05-2025,Friday,Rainy,23,No,No,None,No,184,177,161,16,31556
24-05-2025,Saturday,Sunny,40,Yes,No,None,Yes,161,230,202,28,44238
25-05-2025,Sunday,Sunny,31,Yes,No,None,Yes,202,250,236,14,63956
26-05-2025,Monday,Rainy,23,No,No,None,No,236,232,206,26,43672
27-05-2025,Tuesday,Rainy,18,No,No,None,No,206,203,180,23,50760
28-05-2025,Wednesday,Rainy,22,No,No,None,No,180,185,161,24,43309
29-05-2025,Thursday,Rainy,21,No,No,None,No,161,157,146,11,32412
30-05-2025,Friday,Cloudy,25,No,No,None,No,146,172,161,11,33649
31-05-2025,Saturday,Sunny,34,Yes,No,None,Yes,161,210,191,19,50806
01-06-2025,Sunday,Cloudy,32,Yes,No,None,Yes,191,245,229,16,65494
02-06-2025,Monday,Cloudy,25,No,No,None,No,229,246,220,26,65780
03-06-2025,Tuesday,Sunny,32,No,No,None,No,220,226,204,22,47940
04-06-2025,Wednesday,Sunny,36,No,No,None,No,204,217,189,28,55944
05-06-2025,Thursday,Rainy,21,No,No,None,No,189,178,164,14,32636
06-06-2025,Friday,Sunny,36,No,No,None,No,164,197,173,24,42731
07-06-2025,Saturday,Sunny,39,Yes,Yes,Bakrid,Yes,173,264,238,26,61880
08-06-2025,Sunday,Rainy,28,Yes,No,None,Yes,238,257,224,33,45472
09-06-2025,Monday,Cloudy,31,No,No,None,No,224,226,210,16,54390
10-06-2025,Tuesday,Cloudy,31,No,No,None,No,210,227,207,20,45954
11-06-2025,Wednesday,Rainy,20,No,No,None,No,207,201,177,24,38586
12-06-2025,Thursday,Sunny,30,No,No,None,No,177,195,170,25,38250
13-06-2025,Friday,Cloudy,28,No,No,None,No,170,187,167,20,34402
14-06-2025,Saturday,Rainy,18,Yes,No,None,Yes,167,187,172,15,37668
15-06-2025,Sunday,Rainy,24,Yes,No,None,Yes,172,204,184,20,43424
16-06-2025,Monday,Rainy,24,No,No,None,No,184,170,158,12,40290
17-06-2025,Tuesday,Rainy,24,No,No,None,No,158,157,137,20,33839
18-06-2025,Wednesday,Cloudy,32,No,No,None,No,137,160,153,7,34578
19-06-2025,Thursday,Sunny,39,No,No,None,No,153,170,159,11,29733
20-06-2025,Friday,Sunny,31,No,No,None,No,159,194,172,22,51428
21-06-2025,Saturday,Sunny,31,Yes,No,None,Yes,172,215,205,10,59860
22-06-2025,Sunday,Rainy,18,Yes,No,None,Yes,205,234,221,13,49725
23-06-2025,Monday,Cloudy,24,No,No,None,No,221,244,216,28,42552
24-06-2025,Tuesday,Sunny,37,No,No,None,No,216,231,201,30,41004
25-06-2025,Wednesday,Rainy,22,No,No,None,No,201,199,190,9,34200
26-06-2025,Thursday,Sunny,40,No,No,None,No,190,199,185,14,43105
27-06-2025,Friday,Cloudy,26,No,No,None,No,185,206,189,17,41958
28-06-2025,Saturday,Rainy,20,Yes,No,None,Yes,189,213,191,22,38391
29-06-2025,Sunday,Cloudy,30,Yes,No,None,Yes,191,243,230,13,65320
30-06-2025,Monday,Cloudy,26,No,No,None,No,230,238,211,27,37980
01-07-2025,Tuesday,Rainy,21,No,No,None,No,211,189,180,9,41760
02-07-2025,Wednesday,Rainy,26,No,No,None,No,180,173,152,21,29792
03-07-2025,Thursday,Cloudy,30,No,No,None,No,152,183,168,15,45360
04-07-2025,Friday,Sunny,40,No,No,None,No,168,190,178,12,50908
05-07-2025,Saturday,Cloudy,25,Yes,No,None,Yes,178,224,206,18,52118
06-07-2025,Sunday,Sunny,30,Yes,No,None,Yes,206,253,222,31,41736
07-07-2025,Monday,Rainy,25,No,No,None,No,222,223,196,27,41552
08-07-2025,Tuesday,Rainy,27,No,No,None,No,196,201,177,24,39471
09-07-2025,Wednesday,Cloudy,27,No,No,None,No,177,207,185,22,37555
10-07-2025,Thursday,Sunny,33,No,No,None,No,185,189,175,14,38500
11-07-2025,Friday,Sunny,40,No,No,None,No,175,187,172,15,51084
12-07-2025,Saturday,Cloudy,27,Yes,No,None,Yes,172,217,196,21,39004
13-07-2025,Sunday,Rainy,19,Yes,No,None,Yes,196,210,199,11,44377
14-07-2025,Monday,Cloudy,27,No,No,None,No,199,205,190,15,48260
15-07-2025,Tuesday,Rainy,28,No,No,None,No,190,178,168,10,36456
16-07-2025,Wednesday,Cloudy,31,No,No,None,No,168,179,163,16,36838
17-07-2025,Thursday,Rainy,18,No,No,None,No,163,179,156,23,30888
18-07-2025,Friday,Rainy,21,No,No,None,No,156,162,146,16,31682
19-07-2025,Saturday,Sunny,36,Yes,No,None,Yes,146,191,177,14,49737
20-07-2025,Sunday,Rainy,19,Yes,No,None,Yes,177,197,188,9,37976
21-07-2025,Monday,Sunny,40,No,No,None,No,188,200,191,9,52143
22-07-2025,Tuesday,Rainy,26,No,No,None,No,191,184,169,15,48165
23-07-2025,Wednesday,Rainy,28,No,No,None,No,169,168,153,15,27999
24-07-2025,Thursday,Cloudy,30,No,No,None,No,153,172,155,17,36425
25-07-2025,Friday,Sunny,38,No,No,None,No,155,170,161,9,39928
26-07-2025,Saturday,Cloudy,28,Yes,No,None,Yes,161,203,194,9,52186
27-07-2025,Sunday,Sunny,38,Yes,Yes,Rath Yatra,Yes,194,321,295,26,76995
28-07-2025,Monday,Cloudy,25,No,No,None,No,295,285,267,18,77697
29-07-2025,Tuesday,Cloudy,29,No,No,None,No,267,253,241,12,61696
30-07-2025,Wednesday,Sunny,33,No,No,None,No,241,238,227,11,49032
31-07-2025,Thursday,Cloudy,27,No,No,None,No,227,232,219,13,60225
01-08-2025,Friday,Rainy,21,No,No,None,No,219,218,192,26,52224
02-08-2025,Saturday,Rainy,21,Yes,No,None,Yes,192,202,181,21,38734
03-08-2025,Sunday,Rainy,24,Yes,No,None,Yes,181,202,191,11,39346
04-08-2025,Monday,Cloudy,27,No,No,None,No,191,212,193,19,46127
05-08-2025,Tuesday,Sunny,39,No,No,None,No,193,208,181,27,49956
06-08-2025,Wednesday,Sunny,34,No,No,None,No,181,200,176,24,39600
07-08-2025,Thursday,Cloudy,27,No,No,None,No,176,209,184,25,36064
08-08-2025,Friday,Sunny,36,No,No,None,No,184,198,177,21,45489
09-08-2025,Saturday,Rainy,19,Yes,Yes,Raksha Bandhan,Yes,177,281,251,30,64758
10-08-2025,Sunday,Rainy,24,Yes,No,None,Yes,251,281,247,34,45448
11-08-2025,Monday,Sunny,38,No,No,None,No,247,245,225,20,65475
12-08-2025,Tuesday,Sunny,32,No,No,None,No,225,224,214,10,39804
13-08-2025,Wednesday,Sunny,39,No,No,None,No,214,225,198,27,43560
14-08-2025,Thursday,Cloudy,32,No,No,None,No,198,209,184,25,33120
15-08-2025,Friday,Sunny,38,No,No,None,No,184,193,174,19,39672
16-08-2025,Saturday,Cloudy,29,Yes,Yes,Janmashtami,Yes,174,284,261,23,54288
17-08-2025,Sunday,Cloudy,31,Yes,No,None,Yes,261,289,271,18,77506
18-08-2025,Monday,Cloudy,24,No,No,None,No,271,268,251,17,72037
19-08-2025,Tuesday,Cloudy,31,No,No,None,No,251,255,232,23,54288
20-08-2025,Wednesday,Sunny,33,No,No,None,No,232,222,212,10,43884
21-08-2025,Thursday,Cloudy,24,No,No,None,No,212,230,200,30,50800
22-08-2025,Friday,Cloudy,25,No,No,None,No,200,230,200,30,47200
23-08-2025,Saturday,Cloudy,25,Yes,No,None,Yes,200,243,225,18,58950
24-08-2025,Sunday,Cloudy,31,Yes,No,None,Yes,225,284,254,30,68834
25-08-2025,Monday,Sunny,37,No,No,None,No,254,249,231,18,61908
26-08-2025,Tuesday,Rainy,23,No,No,None,No,231,200,189,11,54054
27-08-2025,Wednesday,Cloudy,29,No,Yes,Ganesh Chaturthi,Yes,189,265,231,34,59136
28-08-2025,Thursday,Cloudy,26,No,No,None,No,231,234,213,21,42813
29-08-2025,Friday,Sunny,38,No,No,None,No,213,232,211,21,57181
30-08-2025,Saturday,Rainy,19,Yes,No,None,Yes,211,258,227,31,59701
31-08-2025,Sunday,Rainy,26,Yes,No,None,Yes,227,247,223,24,66677
01-09-2025,Monday,Sunny,37,No,No,None,No,223,232,208,24,48880
02-09-2025,Tuesday,Sunny,38,No,No,None,No,208,218,199,19,40795
03-09-2025,Wednesday,Sunny,33,No,No,None,No,199,205,192,13,56256
04-09-2025,Thursday,Sunny,33,No,No,None,No,192,219,194,25,38024
05-09-2025,Friday,Rainy,19,No,Yes,Eid-e-Milad,Yes,194,257,226,31,44522
06-09-2025,Saturday,Rainy,26,Yes,No,None,Yes,226,273,240,33,65760
07-09-2025,Sunday,Cloudy,32,Yes,No,None,Yes,240,275,244,31,63928
08-09-2025,Monday,Rainy,23,No,No,None,No,244,216,192,24,39552
09-09-2025,Tuesday,Rainy,18,No,No,None,No,192,186,168,18,35952
10-09-2025,Wednesday,Rainy,18,No,No,None,No,168,169,151,18,29596
11-09-2025,Thursday,Rainy,18,No,No,None,No,151,166,153,13,32436
12-09-2025,Friday,Rainy,26,No,No,None,No,153,149,140,9,34580
13-09-2025,Saturday,Sunny,35,Yes,No,None,Yes,140,222,200,22,40800
14-09-2025,Sunday,Cloudy,28,Yes,No,None,Yes,200,257,238,19,63308
15-09-2025,Monday,Sunny,34,No,No,None,No,238,250,226,24,57630
16-09-2025,Tuesday,Cloudy,24,No,No,None,No,226,238,207,31,54648
17-09-2025,Wednesday,Sunny,37,No,No,None,No,207,226,197,29,39203
18-09-2025,Thursday,Sunny,36,No,No,None,No,197,217,196,21,39004
19-09-2025,Friday,Cloudy,31,No,No,None,No,196,222,199,23,42586
20-09-2025,Saturday,Sunny,37,Yes,No,None,Yes,199,261,236,25,63956
21-09-2025,Sunday,Sunny,40,Yes,No,None,Yes,236,285,257,28,66306
22-09-2025,Monday,Cloudy,26,No,No,None,No,257,237,226,11,61246
23-09-2025,Tuesday,Rainy,26,No,No,None,No,226,195,179,16,44213
24-09-2025,Wednesday,Cloudy,30,No,No,None,No,179,193,179,14,41886
25-09-2025,Thursday,Rainy,25,No,No,None,No,179,176,159,17,35934
26-09-2025,Friday,Rainy,25,No,No,None,No,159,154,143,11,28600
27-09-2025,Saturday,Cloudy,28,Yes,No,None,Yes,143,214,193,21,38986
28-09-2025,Sunday,Cloudy,26,Yes,No,None,Yes,193,249,227,22,41768
29-09-2025,Monday,Sunny,37,No,No,None,No,227,226,212,14,50880
30-09-2025,Tuesday,Rainy,23,No,No,None,No,212,204,189,15,47817
01-10-2025,Wednesday,Cloudy,30,No,No,None,No,189,205,187,18,40579
02-10-2025,Thursday,Rainy,18,No,Yes,Gandhi Jayanti & Dussehra,Yes,187,233,205,28,59860
03-10-2025,Friday,Rainy,22,No,No,None,No,205,190,181,9,52490
04-10-2025,Saturday,Rainy,19,Yes,No,None,Yes,181,181,170,11,39610
05-10-2025,Sunday,Cloudy,29,Yes,No,None,Yes,170,221,207,14,52164
06-10-2025,Monday,Sunny,36,No,No,None,No,207,216,200,16,59800
07-10-2025,Tuesday,Cloudy,31,No,No,None,No,200,223,198,25,55638
08-10-2025,Wednesday,Sunny,33,No,No,None,No,198,226,200,26,38600
09-10-2025,Thursday,Cloudy,28,No,No,None,No,200,207,187,20,41514
10-10-2025,Friday,Sunny,34,No,No,None,No,187,191,176,15,42944
11-10-2025,Saturday,Cloudy,31,Yes,No,None,Yes,176,227,207,20,51750
12-10-2025,Sunday,Sunny,31,Yes,No,None,Yes,207,271,238,33,48076
13-10-2025,Monday,Cloudy,26,No,No,None,No,238,248,222,26,59940
14-10-2025,Tuesday,Cloudy,25,No,No,None,No,222,231,214,17,40232
15-10-2025,Wednesday,Rainy,23,No,No,None,No,214,207,182,25,37310
16-10-2025,Thursday,Cloudy,30,No,No,None,No,182,197,176,21,51216
17-10-2025,Friday,Rainy,24,No,No,None,No,176,169,153,16,27693
18-10-2025,Saturday,Rainy,22,Yes,No,None,Yes,153,182,169,13,32110
19-10-2025,Sunday,Cloudy,27,Yes,No,None,Yes,169,205,196,9,50176
20-10-2025,Monday,Sunny,34,No,Yes,Diwali,Yes,196,297,259,38,74333
21-10-2025,Tuesday,Sunny,38,No,No,None,No,259,264,238,26,65926
22-10-2025,Wednesday,Cloudy,27,No,No,None,No,238,240,221,19,59670
23-10-2025,Thursday,Rainy,28,No,No,None,No,221,212,195,17,58500
24-10-2025,Friday,Sunny,39,No,No,None,No,195,222,197,25,49841
25-10-2025,Saturday,Sunny,39,Yes,No,None,Yes,197,236,221,15,60996
26-10-2025,Sunday,Sunny,33,Yes,No,None,Yes,221,258,239,19,54253
27-10-2025,Monday,Cloudy,27,No,No,None,No,239,238,223,15,40586
28-10-2025,Tuesday,Sunny,32,No,No,None,No,223,225,209,16,57893
29-10-2025,Wednesday,Cloudy,30,No,No,None,No,209,221,203,18,53592
30-10-2025,Thursday,Sunny,32,No,No,None,No,203,216,204,12,46308
31-10-2025,Friday,Sunny,38,No,No,None,No,204,204,193,11,45934
01-11-2025,Saturday,Sunny,35,Yes,No,None,Yes,193,230,217,13,58373
02-11-2025,Sunday,Rainy,28,Yes,No,None,Yes,217,250,218,32,56462
03-11-2025,Monday,Rainy,24,No,No,None,No,218,194,177,17,43365
04-11-2025,Tuesday,Sunny,31,No,No,None,No,177,198,180,18,39060
05-11-2025,Wednesday,Cloudy,26,No,Yes,Guru Nanak Jayanti,Yes,180,244,216,28,61992
06-11-2025,Thursday,Cloudy,30,No,No,None,No,216,216,206,10,56650
07-11-2025,Friday,Sunny,36,No,No,None,No,206,214,197,17,48856
08-11-2025,Saturday,Cloudy,25,Yes,No,None,Yes,197,247,221,26,52598
09-11-2025,Sunday,Cloudy,27,Yes,No,None,Yes,221,267,237,30,65886
10-11-2025,Monday,Cloudy,28,No,No,None,No,237,230,215,15,46655
11-11-2025,Tuesday,Rainy,19,No,No,None,No,215,205,180,25,32580
12-11-2025,Wednesday,Sunny,33,No,No,None,No,180,183,175,8,51800
13-11-2025,Thursday,Cloudy,26,No,No,None,No,175,193,173,20,32005
14-11-2025,Friday,Cloudy,31,No,No,None,No,173,177,169,8,44109
15-11-2025,Saturday,Cloudy,28,Yes,No,None,Yes,169,210,188,22,37788
16-11-2025,Sunday,Cloudy,32,Yes,No,None,Yes,188,261,227,34,62198
17-11-2025,Monday,Cloudy,26,No,No,None,No,227,251,219,32,60444
18-11-2025,Tuesday,Cloudy,26,No,No,None,No,219,232,206,26,47586
19-11-2025,Wednesday,Rainy,22,No,No,None,No,206,195,179,16,35263
20-11-2025,Thursday,Cloudy,24,No,No,None,No,179,213,186,27,53568
21-11-2025,Friday,Sunny,33,No,No,None,No,186,206,186,20,53754
22-11-2025,Saturday,Sunny,38,Yes,No,None,Yes,186,240,217,23,54467
